stemming_data,sentiment
tentara amerika korea selatan infeksi virus corona,-1
presenter tv rusia lawan virus corona lagu,0
tangkal virus corona korea utara pasang keras suara warga bersihbersih,0
garagara corona rencana comeback blackpink tunda,0
suspek corona semarang tinggal bronkopneumonia,0
garagara virus corona rilis iphone tunda,0
virus corona monyet thailand sepi kunjung turis,0
wishnutama bangga serta java jazz isu virus corona,0
fadli zon nilai perintah gaji influencer rp m amatir atas dampak corona,0
korban tinggal virus corona iran tambah total,-1
mensos bansos rp atas dampak covid,0
aljazair konfirmasi virus corona,-1
korban virus corona baru negara kena wabah covid,-1
dele alli dakwa fa kait lelucon virus corona,0
virus corona pakistan pasien pulang iran,-1
dokter tinggal rawat pasien covid,-1
hindar corona arab saudi setop jemaah umrah ri,0
bohong pasien thailand positif covid,-1
takut corona buruh pabrik iphone rayu bonus rp juta,0
indonesia hindar virus corona maruf amin berkah doa qunut,0
arab saudi tangguh layan umrah cegah sebar corona,0
arab saudi setop umrah parah wabah virus corona,0
olimpiade tokyo dampak virus corona ara obor,0
pakistan lapor obat efektif tangan corona,0
duta as khawatir tangan virus corona indonesia,0
wabah virus corona kuwait tutup sekolah kampus,0
aktor dr romantic batal libur virus corona,0
aku tumbuh bukalapak dampak corona,0
deret artis korea sumbang rp miliar berantas corona,0
garuda babak bur garagara virus corona,0
pasien tinggal negatif corona semarang kena flu babi,1
virus corona bukalapak klaim dampak,0
main klub serie c lapor positif dampak virus corona,-1
tanding liga champions asia tunda virus corona,0
populer internasional keringat menteri iran infeksi virus corona turun wni malaysia temu kandung,-1
virus corona bikin merana,0
fakta nasib jemaah gagal umrah akibat perintah saudi antisipasi virus corona,0
serie a virus corona rebak juventus vs inter gelar tutup,0
cek fakta hoaks jemaah ri positif corona pesawat izin masuk saudi,0
jackie chan isu kena virus corona,0
pria batuk kolaps mall curiga kena virus corona,0
atas sebar virus corona sm entertainment donasi rp miliar,0
who ingat negara dunia siaga hadap covid,0
disneyland disneysea tokyo tutup covid,0
antisipasi virus corona mahasiswa indonesia rusia jalan periksa suhu tubuh karantina,0
polres bandara soekarnohatta tangkap sebar hoaks virus corona,0
wabah virus corona konser bts seoul batal,0
green day tunda konser asia corona,0
garagara virus corona kapal perang amerika larang labuh,0
virus corona kbri korea selatan tutup,0
wapres maruf amin hormat alas arab moratorium umrah corona,0
pegawai positif covid hyundai libur aktivitas produksi,-1
sarjana ilmu komputer sebar hoaks virus corona bandara soekarnohatta,0
pabrik mobil china jangkit corona,0
ilmuwan china klaim covid milik mutasi hiv,0
giat jelang paralimpik tokyo kendala corona,0
viral wni infeksi virus corona main tik tok rumah sakit taiwan,0
saham unggul koreksi imbas luas virus corona,0
kenal hokkaido provinsi salju sarang virus corona jepang,0
model curhat sedia makan tip wuhan virus corona,0
nyata trump covid as fakta,0
ilham habibie dampak corona indonesia prediksi banjir barang china,0
virus corona wishnutama geber insentif pariwisata maret,0
cegah virus corona newcastle west ham larang main jabat tangan,0
kemarin chrisye tampil java jazz hoaks tangkal corona,0
anjing hong kong duga tular virus corona,0
virus corona bunuh orang iran,-1
virus corona infeksi korea utara kim jong un ancam konsekuensi serius,0
pemprov dki pasti derita virus corona,1
pek jakarta observasi corona pulau baru isu banjir,0
virus corona jamaah umroh ri batal berangkat,0
saksi profesor indonesia nihil virus mers zika,0
garagara virus corona jual bir corona merana,0
anies keluar ingub waspada corona jajar pemprov masyarakat,0
keluar instruksi anies sosialisasi corona sebar sekolah wisata,0
who naik risiko sebar virus corona,0
corona meksiko warga kunjung italia,-1
hoax virus corona rajalela orang mudah percaya berita bohong,0
taiwan tuduh china sebar hoaks halang atas virus corona,0
ri negatif corona bamsoet dorong perintah lobi saudi cabut larang umroh,1
dampak wabah virus corona industri mice,0
qatar konfirmasi virus corona,-1
nyeleneh respons ri hadap virus corona banding negara,0
kemarin temu mayat bayi observasi virus corona,0
virus corona iran mati china jabat infeksi,-1
kena virus corona wn korea selatan nekat gantung solo,0
game developers conference tunda virus corona,0
rsud dr moewardi pasti wn korsel tinggal solo negatif corona,1
facebook larang iklan klaim obat corona,0
apple bagi ipad pegawai dampak corona,0
jual galaxy s suram wabah virus corona,0
as umum mati akibat virus corona,-1
politikus pks transparansi virus corona indonesia,0
ketua mpr perintah sederhana ancam virus corona,0
dinkes lacak wn selandia positif covid transit bal,-1
anggota komisi i bentuk panja tanggulang corona berteletele,0
politis pks presiden ri bebas corona,0
hoaks paus fransiskus positif infeksi virus corona,0
komisi i dpr bin mitra utama panja tahan negara virus covid,0
pasien duga infeksi covid transit bal,0
virus corona infeksi orang risiko tinggal,-1
wna korsel bunuh negatif virus corona,1
wabah virus corona nasa lapor turun drastis polusi china,0
virus corona korea selatan tambah,-1
corona muncul negara meksiko coahuila,-1
ulama iran rekomendasi minyak ungu antisipasi virus corona,0
observasi virus corona wni pulau baru efek turis,0
ustaz somad jelas anggap virus corona tentara allah,0
gubernur sutarmidji kesal warga kalbar pelesir korea selatan wabah corona rebak,0
indonesia daftar negara asia infeksi virus corona,0
bayi usia korea selatan positif infeksi virus corona,-1
keren kedai durian bagi durian gratis paramedis virus corona,0
virus corona negara dunia ketat atur pergi,0
pabrik samsung lg hyundai dkk lumpuh serang virus corona,0
virus corona iran sebar cepat orang tinggal,-1
facebook larang iklan klaim sembuh virus corona,0
virus corona malaysia armenia umum,-1
samsung lg innotek tutup pabrik konfirmasi corona,-1
garagara virus corona motogp qatar batal,0
virus corona masuk markas google swiss,0
perintah nilai bijak tangan virus corona,0
hoaks virus corona mudah percaya,0
uefa temu amsterdam bahas dampak virus corona euro,0
seri buka motogp qatar batal wabah virus corona,0
fakta isu virus corona jakarta nihil pasien jangkit imbau gubernur,0
tim balap motogp batal gp qatar virus corona,0
korban tinggal akibat corona iran capai orang,-1
anies pilih gerak antisipasi corona,0
virus corona china turun signifikan,1
cegah tular virus corona swiss larang salam cium pipi,0
menkes bantah anies orang pantau kait corona,0
kerja positif corona hyundai tutup pabrik,-1
hyundai tutup pabrik kerja infeksi virus corona,-1
rumah sakit saudi lengkap tangan corona,0
breaking news jokowi umum orang indonesia positif corona,-1
virus corona sebab mati indonesia jadi lagu dangdut koplo,0
jokowi umum warga indonesia positif virus corona,-1
menkes awan rspi sulianto saroso rawat anak positif corona,-1
gilir qatar konfirmasi corona,0
industri china rontok hantam virus corona,0
perintah tiongkok sisir medsos teror sebar informasi corona,0
legislator nilai langkah perintah sesuai tangan covid,0
rajin sih layar hp aman corona fakta,0
virus corona bandara awas ketat tumpang negara,0
jokowi menkes angkat bicara orang positif corona,-1
waspada infeksi virus corona tugas jemput langsung turis,0
wika evaluasi dampak akibat masuk wabah corona indonesia,0
mobil china klaim tangkal virus corona,0
virus corona rebak indonesia open tunggu arah menpora,0
yuk cuci tangan hindar risiko virus corona,0
indonesia kebal virus corona,0
virus corona israel tambah jelang milu,-1
wabah corona rebak tiongkok bebas polusi,0
jual galaxy s lesu samsung salah virus corona,0
ridwan kamil tinjau tangan warga depok positif covid,-1
aku gwyneth paltrow alami corona contagion,0
lawan covid makan rempah kerang,0
wali kota depok warga panik virus corona,0
corona masuk indonesia gubernur sulsel warga kurang pergi,0
bulgaria terap larang pergi indonesia kait corona,0
informasi corona bikin cemas coba laku,0
ridwan kamil tetap jawa barat siaga virus corona,-1
ayu ting ting kaget warga depok jangkit virus corona,-1
rsud depok siap ruang isolasi pasien duga corona,0
corona china diskon harga mobil,0
antisipasi virus corona pakar sehat saran pakai masker,0
jabar siaga corona rsud cibabat siap ruang screening,-1
menkes batas anggar kait tangan virus corona,0
respons cepat pemkot surabaya antisipasi sebar virus corona,0
cegah virus corona mrt jakarta cek suhu tumpang selasa,0
polisi isolasi radius meter rumah pasien corona depok,-1
menkes mati gegara flu heboh corona,0
indonesia serang corona toko swalayan serbu warga,0
kait virus corona imbau koi atlet,0
jabar siaga virus corona wali kota bandung bentuk tim khusus,-1
virus corona masuk indonesia ustaz abdul somad ajar doa,0
warga infeksi corona menkes sisi positif,-1
kait corona warga batam karantina jaga ketat polisi lokasi,0
wn selandia positif corona bal kantong nomor duduk,-1
pabrik kamera iphone milik lg tutup corona,0
khawatir virus corona dul jaelani ingat jaga sehat,0
kemenkes tetap zona kuning kait corona fakta,0
langka masker wni nyata jangkit virus corona,-1
rumah warga depok infeksi virus corona pasang garis polisi,-1
corona usaha ritel masyarakat panik belanja,0
wabah virus corona hambat suplai suku cadang mobil,0
interaksi pasien virus corona karyawan restoran amigos cek sehat,0
kemenkes pantau orang kontak warga depok positif corona,-1
hoaks tes sederhana deteksi virus corona puluh detik,0
cegah virus corona krl cuci cair kimia operasi,0
mitigasi dampak virus corona bi turun gwm valas rupiah,0
telusur kafe wni dansa wn jepang ujung tular virus corona,0
imbas virus corona bawang putih buru harga lonjak,0
reaksi valentino rossi batal motogp virus corona,0
virus corona serang emponempon daun,0
warga jepang tular corona indonesia rawat malaysia,0
perintah siap anggar cadang mitigasi virus corona,0
waspada covid kjri perth wni tenang cermat,0
heran virus corona bikin heboh menkes batuk pilek angka mati,0
langkah orang tua cegah virus corona anak,0
wali kota depok warga kompleks rumah pasien corona aktivitas normal,0
langkah anies cegah sebar corona jemput warga larang giat massa,0
jabar siaga virus corona sumedang awas tka proyek strategis nasional,-1
green day tunda tur asia corona joshua suherman batal nonton,0
mampu indonesia tangan corona ragu menkes tegas cengeng,0
wni positif virus corona ganjar pranowo warga jateng panik,-1
kemenkes orang acara dansa hadir pasien positif corona,-1
muncul virus corona indonesia pemkot tangsel siap ruang isolasi rsud,0
emil periksa tenaga kerja tiongkok antisipasi covid,0
corona muhadjir kunci daya tahan tubuh bagus,0
kemenkes kakak asisten rumah tangga negatif covid,-1
video virus corona indonesia,-1
kemenkes periksa sehat kelompok dansa wni positif corona,-1
dki keluar izin ramai akibat corona,0
jabar siaga virus corona ridwan kamil rencana bentuk crisis center,-1
warga depok infeksi virus corona bupati bogor warga panik,-1
art korban virus corona periksa rspi sulianti saroso,-1
ridwan kamil rasa gejala virus corona pro aktif periksa,0
pasien virus corona rawat rspi sulianti saroso tangan alat khusus,-1
erick thohir dorong bio farma kembang vaksin corona,0
orang indikasi corona depok tangan,0
idi pasien corona ringan berat beda,0
uskup agung jakarta imbau umat panik sikap corona,0
sumatra utara siaga rumah sakit hadap corona,0
pemprov dki kirim sms warga antisipasi corona,0
liga ancam virus corona pt lib enggan gegabah,0
pasien suspek corona cianjur rujuk rshs,-1
hpi raja ampat keluar edar pandu kait waspada covid,0
virus corona masuk indonesia dprd dki saran anies batal formula e,0
wabah virus corona anggota parlemen iran positif covid,-1
anies bersih tangan cegah corona air alir efektif,0
klopp fans percaya liverpool gagal juara corona konyol,0
swiss henti tanding liga akibat wabah corona,0
ahli kunyit potensi tangkal virus corona teliti,0
liga sepak bola swiss henti virus corona,0
takut virus corona desainer batal tampil paris fashion week,0
senin dinamika jakarta hadap corona musibah banjir,0
wabah corona bikin pasar ponsel global anjlok,0
pasien sembuh vietnam tangan wabah corona,1
cegah covid dprd garut sedia antiseptik,0
waspada corona joshua suherman ikut imbau rajin cuci tangan,0
tanam indonesia efektif cegah virus corona,0
profil profesor nidom temu ramu tangkal virus corona,0
virus corona kota besar pakistan tutup sekolah minggu,0
garagara virus corona lg tutup pabrik layar,0
depok warga jangkit virus corona,-1
waspada virus corona covid terap etika batuk,0
beda gejala infeksi virus corona flu selesma,0
update virus corona dunia tembus negara sembuh tinggal,-1
wabah virus corona pengaruh jadwal pga tour,0
makan telanjang bawang putih buru corona,0
akademisi ingat cuci tangan cegah covid,0
ihsg prediksi gerak variatif bayang wabah covid,0
virus corona wabah turnamen pramusim icc absen asia,0
warga arab saudi positif corona kondisi kini makkah,-1
motogp formula e balap batal gelar corona,0
cegah virus corona istana periksa suhu tubuh tamu,0
virus corona swiss batal liga geneva motor show,0
jenggot brewok efektivitas masker tangkal corona pengaruh,0
manajer infeksi virus corona chungha klarifikasi,0
perintah achmad yurianto jubir resmi kait virus corona,0
arab saudi yordania tunisia lapor virus corona,-1
warga bekas suspect corona wali kota masyarakat khawatir,-1
anggota tular virus corona pimpin sekte sesat korsel lutut maaf,-1
wabah corona gubernur khofifah warga panik belanja,0
cek fakta tki karawang pulang singapura indikasi corona hoaks,0
safenet kritik wali kota depok alamat pasien corona,0
usaha jepang bagi majalah komik gratis corona,0
garagara virus corona gal gadot langgar prinsip pakai jet pribadi,0
wn china tinggal bintan polisi pasti akibat virus corona,0
virus corona ganggu produksi harga mobil murah ri stabil,0
lg tutup pabrik layar virus corona,0
karyawan telkom tinggal negatif virus corona respons erick thohir,-1
australia uu biosekuriti batas gera pasien corona,0
perhati etika batuk hindar virus corona,0
